File Name,File Path,Last Modified,IsProd,Revision,Part Number
FLX_ABT_00_V04 Version 2 Parts list.xlsx - Sheet1 (2).pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\FLX_ABT_00_V04 Version 2 Parts list.xlsx - Sheet1 (2).pdf,2023-12-13 19:07:42,0,,FLX_ABT_00_V04 Version 2 Parts list.xlsx - Sheet1 (2).pdf
FLX_ARUCO_V02_RevA_1.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\ARUCO\FLX_ARUCO_V02_RevA_1.x_t,2023-07-11 22:50:28,1,A,FLX_ARUCO_V02
FLX_ARUCO_V02_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\ARUCO\FLX_ARUCO_V02_RevA.pdf,2023-07-12 11:40:14,1,A,FLX_ARUCO_V02
FLX_ABT_0163_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0163_RevA_0.x_t,2023-07-12 00:35:04,1,A,FLX_ABT_0163
FLX_ABT_0157_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0157_RevA.x_t,2023-07-12 00:34:44,1,A,FLX_ABT_0157
FLX_ABT_0156_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0156_RevA.x_t,2023-07-12 00:34:42,1,A,FLX_ABT_0156
FLX_ABT_0128_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0128_RevA.x_t,2023-07-12 00:34:24,1,A,FLX_ABT_0128
FLX_ABT_0157_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0157_RevA.pdf,2023-07-12 00:36:28,1,A,FLX_ABT_0157
FLX_ABT_0128_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0128_RevA.pdf,2023-07-12 00:35:48,1,A,FLX_ABT_0128
FLX_ABT_0163_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0163_RevA.pdf,2023-07-12 00:35:44,1,A,FLX_ABT_0163
FLX_ABT_0156_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0156_RevA.pdf,2023-07-12 00:35:32,1,A,FLX_ABT_0156
FLX_ABT_0125_V1.1_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0125_V1.1_RevA.x_t,2023-08-18 16:26:34,1,A,FLX_ABT_0125_V1_1
FLX_ABT_0126_V1.1_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0126_V1.1_RevA.x_t,2023-08-18 16:26:32,1,A,FLX_ABT_0126_V1_1
FLX_ABT_0124_V1.1_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0124_V1.1_RevA_0.x_t,2023-08-18 16:26:30,1,A,FLX_ABT_0124_V1_1
FLX_ABT_0162_V1.1_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0162_V1.1_RevA.x_t,2023-08-18 16:26:26,1,A,FLX_ABT_0162_V1_1
FLX_ABT_0125_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0125_V1.1_RevA.pdf,2023-08-18 16:27:06,1,A,FLX_ABT_0125_V1_1
FLX_ABT_0126_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0126_V1.1_RevA.pdf,2023-08-18 16:27:02,1,A,FLX_ABT_0126_V1_1
FLX_ABT_0124_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0124_V1.1_RevA.pdf,2023-08-18 16:27:00,1,A,FLX_ABT_0124_V1_1
FLX_ABT_0162_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0162_V1.1_RevA.pdf,2023-08-18 16:26:56,1,A,FLX_ABT_0162_V1_1
FLX_ABT_0154_V1.1_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0154_V1.1_RevA_0.x_t,2023-08-18 16:31:26,1,A,FLX_ABT_0154_V1_1
MirrorFLX_ABT_0155_V1.1_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\MirrorFLX_ABT_0155_V1.1_RevA_0.x_t,2023-08-18 16:31:24,1,A,MirrorFLX_ABT_0155_V1_1
FLX_ABT_0155_V1.1_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0155_V1.1_RevA_0.x_t,2023-08-18 16:31:20,1,A,FLX_ABT_0155_V1_1
MirrorFLX_ABT_0150_V1.1_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\MirrorFLX_ABT_0150_V1.1_RevA_0.x_t,2023-08-18 16:31:16,1,A,MirrorFLX_ABT_0150_V1_1
MirrorFLX_ABT_0161_V1.2_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\MirrorFLX_ABT_0161_V1.2_RevA.x_t,2023-08-18 16:31:14,1,A,MirrorFLX_ABT_0161_V1_2
FLX_ABT_0150_V1.1_RevA_0.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0150_V1.1_RevA_0.x_t,2023-08-18 16:31:10,1,A,FLX_ABT_0150_V1_1
FLX_ABT_0161_V1.2_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0161_V1.2_RevA.x_t,2023-08-18 16:31:08,1,A,FLX_ABT_0161_V1_2
FLX_ABT_0164_RevA.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0164_RevA.x_t,2023-08-18 16:31:04,1,A,FLX_ABT_0164
MirrorFLX_ABT_0161_V1.2_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\MirrorFLX_ABT_0161_V1.2_RevA.pdf,2023-08-18 16:33:10,1,A,MirrorFLX_ABT_0161_V1_2
MirrorFLX_ABT_0150_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\MirrorFLX_ABT_0150_V1.1_RevA.pdf,2023-08-18 16:33:06,1,A,MirrorFLX_ABT_0150_V1_1
MirrorFLX_ABT_0155_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\MirrorFLX_ABT_0155_V1.1_RevA.pdf,2023-08-18 16:33:02,1,A,MirrorFLX_ABT_0155_V1_1
FLX_ABT_0164_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0164_RevA.pdf,2023-08-18 16:33:00,1,A,FLX_ABT_0164
FLX_ABT_0154_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0154_V1.1_RevA.pdf,2023-08-18 16:32:56,1,A,FLX_ABT_0154_V1_1
FLX_ABT_0155_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0155_V1.1_RevA.pdf,2023-08-18 16:32:52,1,A,FLX_ABT_0155_V1_1
FLX_ABT_0150_V1.1_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0150_V1.1_RevA.pdf,2023-08-18 16:32:50,1,A,FLX_ABT_0150_V1_1
FLX_ABT_0161_V1.2_RevA.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_0161_V1.2_RevA.pdf,2023-08-18 16:32:46,1,A,FLX_ABT_0161_V1_2
FLX_ABT_05_V04_RevB.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_05_V04_RevB.x_t,2023-12-25 15:39:52,1,B,FLX_ABT_05_V04
FLX_ABT_04_V04_RevB.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_04_V04_RevB.x_t,2023-12-25 15:39:48,1,B,FLX_ABT_04_V04
FLX_ABT_05_V04_RevB.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_05_V04_RevB.pdf,2024-03-18 16:15:36,1,B,FLX_ABT_05_V04
FLX_ABT_04_V04_RevB.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_04_V04_RevB.pdf,2024-03-18 16:16:44,1,B,FLX_ABT_04_V04
FLX_ABT_00_V04_RevF.x_t,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_00_V04_RevF.x_t,2024-04-30 14:52:46,1,F,FLX_ABT_00_V04
FLX_ABT_00_V04_RevF.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\AMBIENT Version 2\FLX_ABT_00_V04_RevF.pdf,2024-04-30 14:55:20,1,F,FLX_ABT_00_V04
FLX_ABT_0158_RevE.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\STICKER Version 2\FLX_ABT_0158_RevE.pdf,2024-04-30 14:55:56,1,E,FLX_ABT_0158
FLX_ABT_0143_RevE.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\STICKER Version 2\FLX_ABT_0143_RevE.pdf,2024-04-30 14:55:52,1,E,FLX_ABT_0143
FLX_ABT_0160_RevB.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\STICKER Version 2\FLX_ABT_0160_RevB.pdf,2024-04-30 14:55:46,1,B,FLX_ABT_0160
FLX_ABT_0159_RevB.pdf,C:\PDM\Projects\Flexsis - FLX\AMBIENT HIVE - ABT\ABT_V04\Production Files\FLX_ABT_00_V04\STICKER Version 2\FLX_ABT_0159_RevB.pdf,2024-04-30 14:55:42,1,B,FLX_ABT_0159
